C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_54_873.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_54_873.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_54_873.jpg, 0, 0, 0, 1.882254
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_54_983.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_54_983.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_54_983.jpg, 0, 0, 0, 1.859621
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_084.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_084.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_084.jpg, 0, 0, 0, 1.840969
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_188.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_188.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_188.jpg, 0, 0, 0, 1.822505
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_290.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_290.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_290.jpg, 0, 0, 0, 1.804225
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_409.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_409.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_409.jpg, 0, 0, 0, 1.782532
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_519.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_519.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_519.jpg, 0, 0, 0, 1.761099
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_625.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_625.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_625.jpg, 0, 0, 0, 1.743436
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_727.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_727.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_727.jpg, 0, 0, 0, 1.72595
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_841.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_841.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_841.jpg, 0, 0, 0, 1.705112
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_55_956.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_55_956.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_55_956.jpg, -0.0387108, 0, 0, 1.687705
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_56_078.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_56_078.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_56_078.jpg, -0.4559157, 0, 0, 1.649769
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_56_188.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_56_188.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_56_188.jpg, -0.75276, 0.2968443, 0, 1.853777
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_56_294.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_56_294.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_56_294.jpg, -1, 0.04599542, 0, 1.984565
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_56_399.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_56_399.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_56_399.jpg, -1, 0, 0, 1.926879
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_56_500.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_56_500.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_56_500.jpg, -1, 0, 0, 1.893311
C:\Users\Mimi\Desktop\Data\IMG\center_2019_03_21_23_55_56_609.jpg, C:\Users\Mimi\Desktop\Data\IMG\left_2019_03_21_23_55_56_609.jpg, C:\Users\Mimi\Desktop\Data\IMG\right_2019_03_21_23_55_56_609.jpg, -1, 0, 0, 1.860222
